Time (s),Position (m)
59.24,0.007095
59.28,0.006661
59.32,0.005342
59.36,0.003746
59.4,0.001369
59.44,-0.001008
59.48,-0.003316
59.52,-0.005259
59.56,-0.006474
59.6,-0.006838
59.64,-0.006647
59.68,-0.006074
59.72,-0.004444
59.76,-0.002552
59.8,-5.4E-05
59.84,0.002462
59.88,0.004666
59.92,0.006123
59.96,0.007129
60,0.007147
