Time (s),Position (m)
59.48,-0.024962
59.52,-0.017428
59.56,-0.006405
59.6,0.006216
59.64,0.017812
59.68,0.026266
59.72,0.030241
59.76,0.029026
59.8,0.023419
59.84,0.013576
59.88,0.002188
59.92,-0.010172
59.96,-0.020101
60,-0.026611
